From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (GO)	Gene Ontology IDs
Q16799	Q16799	reviewed	RTN1_HUMAN	Reticulon-1 (Neuroendocrine-specific protein)	RTN1 NSP	dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nuclear body [GO:0016604]; postsynaptic density [GO:0014069]; brain development [GO:0007420]; endoplasmic reticulum tubular network formation [GO:0071787]; endoplasmic reticulum tubular network membrane organization [GO:1990809]; negative regulation of amyloid-beta formation [GO:1902430]; neuron differentiation [GO:0030182]	GO:0000139; GO:0005783; GO:0005789; GO:0007420; GO:0014069; GO:0016604; GO:0030182; GO:0030425; GO:0043005; GO:0043025; GO:0071787; GO:1902430; GO:1990809
P49789	P49789	reviewed	FHIT_HUMAN	Bis(5'-adenosyl)-triphosphatase (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Adenosine 5'-monophosphoramidase FHIT) (EC 3.9.1.-) (Adenylylsulfatase) (EC 3.6.2.1) (Adenylylsulfate-ammonia adenylyltransferase) (EC 2.7.7.51) (Diadenosine 5',5'''-P1,P3-triphosphate hydrolase) (Dinucleosidetriphosphatase) (Fragile histidine triad protein)	FHIT	cytoplasm [GO:0005737]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; adenosine 5'-monophosphoramidase activity [GO:0043530]; adenylylsulfatase activity [GO:0047627]; adenylylsulfate-ammonia adenylyltransferase activity [GO:0047352]; bis(5'-adenosyl)-triphosphatase activity [GO:0047710]; identical protein binding [GO:0042802]; nucleotide binding [GO:0000166]; ubiquitin protein ligase binding [GO:0031625]; diadenosine triphosphate catabolic process [GO:0015964]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; purine nucleotide metabolic process [GO:0006163]	GO:0000166; GO:0001650; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006163; GO:0015964; GO:0031625; GO:0032435; GO:0042802; GO:0043530; GO:0047352; GO:0047627; GO:0047710; GO:0072332
P50213	P50213	reviewed	IDH3A_HUMAN	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit alpha) (NAD(+)-specific ICDH subunit alpha)	IDH3A	isocitrate dehydrogenase complex (NAD+) [GO:0045242]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; isocitrate dehydrogenase (NAD+) activity [GO:0004449]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; carbohydrate metabolic process [GO:0005975]; isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099]	GO:0000287; GO:0004449; GO:0005634; GO:0005739; GO:0005759; GO:0005975; GO:0006099; GO:0006102; GO:0045242; GO:0051287
P14784	P14784	reviewed	IL2RB_HUMAN	Interleukin-2 receptor subunit beta (IL-2 receptor subunit beta) (IL-2R subunit beta) (IL-2RB) (High affinity IL-2 receptor subunit beta) (Interleukin-15 receptor subunit beta) (p70-75) (p75) (CD antigen CD122)	IL2RB IL15RB	cell surface [GO:0009986]; cytosol [GO:0005829]; endosome [GO:0005768]; external side of plasma membrane [GO:0009897]; interleukin-2 receptor complex [GO:0005893]; membrane [GO:0016020]; plasma membrane [GO:0005886]; coreceptor activity [GO:0015026]; interleukin-15 receptor activity [GO:0042010]; interleukin-2 binding [GO:0019976]; interleukin-2 receptor activity [GO:0004911]; cytokine-mediated signaling pathway [GO:0019221]; immunoglobulin mediated immune response [GO:0016064]; interleukin-15-mediated signaling pathway [GO:0035723]; interleukin-2-mediated signaling pathway [GO:0038110]; negative regulation of apoptotic process [GO:0043066]; positive regulation of phagocytosis [GO:0050766]; protein-containing complex assembly [GO:0065003]; signal transduction [GO:0007165]	GO:0004911; GO:0005768; GO:0005829; GO:0005886; GO:0005893; GO:0007165; GO:0009897; GO:0009986; GO:0015026; GO:0016020; GO:0016064; GO:0019221; GO:0019976; GO:0035723; GO:0038110; GO:0042010; GO:0043066; GO:0050766; GO:0065003
O43829	O43829	reviewed	ZBT14_HUMAN	Zinc finger and BTB domain-containing protein 14 (Zinc finger protein 161 homolog) (Zfp-161) (Zinc finger protein 478) (Zinc finger protein 5 homolog) (ZF5) (Zfp-5) (hZF5)	ZBTB14 ZFP161 ZNF478	aggresome [GO:0016235]; cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]; cardiac septum development [GO:0003279]; coronary vasculature development [GO:0060976]; heart valve development [GO:0003170]; kidney development [GO:0001822]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of cytokine production [GO:0001817]; regulation of immune system process [GO:0002682]	GO:0000122; GO:0000976; GO:0000978; GO:0001227; GO:0001817; GO:0001822; GO:0002682; GO:0003170; GO:0003279; GO:0003700; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0008270; GO:0016235; GO:0043565; GO:0045892; GO:0060976; GO:1990837
P29279	P29279	reviewed	CCN2_HUMAN	CCN family member 2 (Cellular communication network factor 2) (Connective tissue growth factor) (Hypertrophic chondrocyte-specific protein 24) (Insulin-like growth factor-binding protein 8) (IBP-8) (IGF-binding protein 8) (IGFBP-8)	CCN2 CTGF HCS24 IGFBP8	extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; heparin binding [GO:0008201]; insulin-like growth factor binding [GO:0005520]; integrin binding [GO:0005178]; angiogenesis [GO:0001525]; cartilage condensation [GO:0001502]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell-matrix adhesion [GO:0007160]; chondrocyte differentiation [GO:0002062]; chondrocyte proliferation [GO:0035988]; DNA biosynthetic process [GO:0071897]; epidermis development [GO:0008544]; fibroblast growth factor receptor signaling pathway [GO:0008543]; integrin-mediated signaling pathway [GO:0007229]; lung development [GO:0030324]; negative regulation of gene expression [GO:0010629]; osteoblast differentiation [GO:0001649]; positive regulation of cell differentiation [GO:0045597]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of JNK cascade [GO:0046330]; positive regulation of stress fiber assembly [GO:0051496]; reactive oxygen species metabolic process [GO:0072593]; regulation of chondrocyte differentiation [GO:0032330]; response to wounding [GO:0009611]; signal transduction [GO:0007165]; tissue homeostasis [GO:0001894]	GO:0001502; GO:0001525; GO:0001649; GO:0001894; GO:0002062; GO:0005178; GO:0005520; GO:0005576; GO:0005615; GO:0005794; GO:0005886; GO:0007155; GO:0007160; GO:0007165; GO:0007229; GO:0008201; GO:0008543; GO:0008544; GO:0009611; GO:0010629; GO:0016477; GO:0030324; GO:0031012; GO:0032330; GO:0035988; GO:0045597; GO:0046330; GO:0051496; GO:0070374; GO:0071897; GO:0072593
O00472	O00472	reviewed	ELL2_HUMAN	RNA polymerase II elongation factor ELL2	ELL2	nucleoplasm [GO:0005654]; transcription elongation factor complex [GO:0008023]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; snRNA transcription by RNA polymerase II [GO:0042795]; transcription elongation by RNA polymerase II [GO:0006368]	GO:0000987; GO:0005654; GO:0006368; GO:0008023; GO:0032968; GO:0042795
Q9Y2Z4	Q9Y2Z4	reviewed	SYYM_HUMAN	Tyrosine--tRNA ligase, mitochondrial (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	YARS2 CGI-04	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nuclear body [GO:0016604]; ATP binding [GO:0005524]; L-tyrosine binding [GO:0072545]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; tRNA binding [GO:0000049]; tyrosine-tRNA ligase activity [GO:0004831]; mitochondrial tyrosyl-tRNA aminoacylation [GO:0070184]; translation [GO:0006412]; tRNA aminoacylation [GO:0043039]	GO:0000049; GO:0003723; GO:0004831; GO:0005524; GO:0005739; GO:0005759; GO:0005829; GO:0006412; GO:0016604; GO:0042803; GO:0043039; GO:0070184; GO:0072545
P10155	P10155	reviewed	RO60_HUMAN	RNA-binding protein RO60 (60 kDa SS-A/Ro ribonucleoprotein) (60 kDa Ro protein) (60 kDa ribonucleoprotein Ro) (RoRNP) (Ro 60 kDa autoantigen) (Ro60 autoantigen) (Sjoegren syndrome antigen A2) (Sjoegren syndrome type A antigen) (SS-A) (TROVE domain family member 2)	RO60 SSA2 TROVE2	cilium [GO:0005929]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; U2 snRNA binding [GO:0030620]; cellular response to interferon-alpha [GO:0035457]; cilium assembly [GO:0060271]; immune system development [GO:0002520]; regulation of gene expression [GO:0010468]; response to UV [GO:0009411]; smoothened signaling pathway [GO:0007224]; transcription by RNA polymerase III [GO:0006383]	GO:0002520; GO:0003723; GO:0005654; GO:0005829; GO:0005929; GO:0006383; GO:0007224; GO:0009411; GO:0010468; GO:0016604; GO:0030620; GO:0035457; GO:0046872; GO:0060271; GO:1990904
Q6P3W2	Q6P3W2	reviewed	DJC24_HUMAN	DnaJ homolog subfamily C member 24 (CSL-type zinc finger-containing protein 3) (Diphthamide biosynthesis protein 4)	DNAJC24 DPH4 ZCSL3	actin cytoskeleton [GO:0015629]; ATPase activator activity [GO:0001671]; ferrous iron binding [GO:0008198]; zinc ion binding [GO:0008270]; positive regulation of ATP-dependent activity [GO:0032781]; protein folding [GO:0006457]; protein histidyl modification to diphthamide [GO:0017183]	GO:0001671; GO:0006457; GO:0008198; GO:0008270; GO:0015629; GO:0017183; GO:0032781
O15031	O15031	reviewed	PLXB2_HUMAN	Plexin-B2 (MM1)	PLXNB2 KIAA0315	cell surface [GO:0009986]; extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]; semaphorin receptor complex [GO:0002116]; semaphorin receptor activity [GO:0017154]; signaling receptor activity [GO:0038023]; transmembrane signaling receptor activity [GO:0004888]; brain development [GO:0007420]; excitatory synapse assembly [GO:1904861]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of cell adhesion [GO:0007162]; neural tube closure [GO:0001843]; neuroblast proliferation [GO:0007405]; positive regulation of axonogenesis [GO:0050772]; positive regulation of neuron projection development [GO:0010976]; positive regulation of translation [GO:0045727]; receptor-mediated endocytosis [GO:0006898]; regulation of cell migration [GO:0030334]; regulation of cell shape [GO:0008360]; regulation of GTPase activity [GO:0043087]; regulation of neuron migration [GO:2001222]; regulation of protein phosphorylation [GO:0001932]; semaphorin-plexin signaling pathway [GO:0071526]; synapse assembly [GO:0007416]	GO:0001843; GO:0001932; GO:0002116; GO:0004888; GO:0005886; GO:0006898; GO:0007156; GO:0007162; GO:0007405; GO:0007416; GO:0007420; GO:0008360; GO:0009986; GO:0010976; GO:0017154; GO:0030334; GO:0038023; GO:0043087; GO:0045727; GO:0050772; GO:0070062; GO:0071526; GO:1904861; GO:2001222
Q99500	Q99500	reviewed	S1PR3_HUMAN	Sphingosine 1-phosphate receptor 3 (S1P receptor 3) (S1P3) (Endothelial differentiation G-protein coupled receptor 3) (Sphingosine 1-phosphate receptor Edg-3) (S1P receptor Edg-3)	S1PR3 C9orf108 C9orf47 EDG3	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; G protein-coupled receptor activity [GO:0004930]; integrin binding [GO:0005178]; lipid binding [GO:0008289]; sphingosine-1-phosphate receptor activity [GO:0038036]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; anatomical structure morphogenesis [GO:0009653]; G protein-coupled receptor signaling pathway [GO:0007186]; inflammatory response [GO:0006954]; negative regulation of establishment of endothelial barrier [GO:1903141]; Notch signaling pathway [GO:0007219]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; regulation of interleukin-1 beta production [GO:0032651]	GO:0004930; GO:0005178; GO:0005737; GO:0005886; GO:0006954; GO:0007186; GO:0007189; GO:0007193; GO:0007204; GO:0007219; GO:0008284; GO:0008289; GO:0009653; GO:0032651; GO:0038036; GO:0098793; GO:1903141
Q9NX52	Q9NX52	reviewed	RHBL2_HUMAN	Rhomboid-related protein 2 (RRP2) (EC 3.4.21.105) (Rhomboid-like protein 2) [Cleaved into: Rhomboid-related protein 2, N-terminal fragment (NTF); Rhomboid-related protein 2, C-terminal fragment (CTF)]	RHBDL2	plasma membrane [GO:0005886]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	GO:0004252; GO:0005886; GO:0006508
Q8NDV1	Q8NDV1	reviewed	SIA7C_HUMAN	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 (EC 2.4.3.7) (GalNAc alpha-2,6-sialyltransferase III) (ST6GalNAc III) (ST6GalNAcIII) (STY) (Sialyltransferase 7C) (SIAT7-C)	ST6GALNAC3 SIAT7C UNQ2787/PRO7177	Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]; alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity [GO:0001665]; alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide 6-alpha-sialyltransferase activity [GO:0047290]; sialyltransferase activity [GO:0008373]; ganglioside biosynthetic process [GO:0001574]; glycoprotein metabolic process [GO:0009100]; glycosphingolipid metabolic process [GO:0006687]; glycosylceramide metabolic process [GO:0006677]; oligosaccharide metabolic process [GO:0009311]; viral protein processing [GO:0019082]	GO:0000139; GO:0001574; GO:0001665; GO:0005654; GO:0006677; GO:0006687; GO:0008373; GO:0009100; GO:0009311; GO:0019082; GO:0047290
P50548	P50548	reviewed	ERF_HUMAN	ETS domain-containing transcription factor ERF (Ets2 repressor factor) (PE-2)	ERF	chromatin [GO:0000785]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; sequence-specific DNA binding [GO:0043565]; cell differentiation [GO:0030154]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000122; GO:0000785; GO:0000981; GO:0001227; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0006357; GO:0030154; GO:0043565
Q9H903	Q9H903	reviewed	MTD2L_HUMAN	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2, mitochondrial (NADP-dependent methylenetetrahydrofolate dehydrogenase 2-like protein) (MTHFD2-like) [Includes: NAD-dependent methylenetetrahydrofolate dehydrogenase (EC 1.5.1.15) (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	MTHFD2L	mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NAD+) activity [GO:0004487]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; 10-formyltetrahydrofolate metabolic process [GO:0009256]; folic acid metabolic process [GO:0046655]; methionine biosynthetic process [GO:0009086]; purine nucleotide biosynthetic process [GO:0006164]; tetrahydrofolate interconversion [GO:0035999]	GO:0004477; GO:0004487; GO:0004488; GO:0005739; GO:0005743; GO:0005759; GO:0006164; GO:0009086; GO:0009256; GO:0035999; GO:0046655
O95340	O95340	reviewed	PAPS2_HUMAN	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 (PAPS synthase 2) (PAPSS 2) (Sulfurylase kinase 2) (SK 2) (SK2) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]	PAPSS2 ATPSK2	cytosol [GO:0005829]; nucleus [GO:0005634]; adenylylsulfate kinase activity [GO:0004020]; ATP binding [GO:0005524]; nucleotidyltransferase activity [GO:0016779]; sulfate adenylyltransferase (ATP) activity [GO:0004781]; 3'-phosphoadenosine 5'-phosphosulfate biosynthetic process [GO:0050428]; hormone metabolic process [GO:0042445]; sulfate assimilation [GO:0000103]	GO:0000103; GO:0004020; GO:0004781; GO:0005524; GO:0005634; GO:0005829; GO:0016779; GO:0042445; GO:0050428
Q9BZA8	Q9BZA8	reviewed	PC11Y_HUMAN	Protocadherin-11 Y-linked (Protocadherin-11) (Protocadherin on the Y chromosome) (PCDH-Y) (Protocadherin prostate cancer) (Protocadherin-PC) (Protocadherin-22)	PCDH11Y PCDH11 PCDH22 PCDHY	plasma membrane [GO:0005886]; sperm head [GO:0061827]; sperm midpiece [GO:0097225]; calcium ion binding [GO:0005509]; cell adhesion molecule binding [GO:0050839]; cell adhesion [GO:0007155]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; positive regulation of Wnt signaling pathway [GO:0030177]; spermatogenesis [GO:0007283]	GO:0005509; GO:0005886; GO:0007155; GO:0007156; GO:0007283; GO:0030177; GO:0050839; GO:0061827; GO:0097225
